user_id,R,F,M,R_score,F_score,M_score,RFM_total,segment
103634,6,1,1,1,1,1,3,一般用户
103636,7,1,1,1,1,1,3,一般用户
103680,0,1,1,4,1,1,6,新用户
103704,2,1,1,4,1,1,6,新用户
103710,0,3,3,4,2,2,8,潜力用户
103712,5,2,2,2,1,1,4,一般用户
103733,0,1,1,4,1,1,6,新用户
103741,3,1,1,3,1,1,5,新用户
103756,1,1,1,4,1,1,6,新用户
103775,3,1,1,3,1,1,5,新用户
103777,0,1,1,4,1,1,6,新用户
103780,1,1,1,4,1,1,6,新用户
103790,4,1,1,2,1,1,4,一般用户
103803,3,1,1,3,1,1,5,新用户
103807,3,1,1,3,1,1,5,新用户
103810,1,2,2,4,1,1,6,新用户
103814,0,2,2,4,1,1,6,新用户
103817,5,2,2,2,1,1,4,一般用户
103834,1,1,1,4,1,1,6,新用户
103846,0,1,1,4,1,1,6,新用户
103852,1,3,3,4,2,2,8,潜力用户
103854,3,3,3,3,2,2,7,潜力用户
103884,4,3,3,2,2,2,6,一般用户
103895,1,1,1,4,1,1,6,新用户
103902,4,6,6,2,3,3,8,流失高价值用户
103904,8,1,1,1,1,1,3,一般用户
103914,0,1,1,4,1,1,6,新用户
103949,8,1,1,1,1,1,3,一般用户
103966,0,3,3,4,2,2,8,潜力用户
103983,8,2,2,1,1,1,3,一般用户
104005,5,1,1,2,1,1,4,一般用户
104010,2,4,4,4,3,3,10,高价值用户
104013,7,1,1,1,1,1,3,一般用户
104014,3,1,1,3,1,1,5,新用户
104019,0,2,2,4,1,1,6,新用户
104051,3,1,1,3,1,1,5,新用户
104053,1,2,2,4,1,1,6,新用户
104065,1,3,3,4,2,2,8,潜力用户
104066,2,3,3,4,2,2,8,潜力用户
104082,4,1,1,2,1,1,4,一般用户
104083,0,8,8,4,3,3,10,高价值用户
104088,6,2,2,1,1,1,3,一般用户
104098,1,2,2,4,1,1,6,新用户
104111,7,1,1,1,1,1,3,一般用户
104115,1,1,1,4,1,1,6,新用户
104130,0,2,2,4,1,1,6,新用户
104137,7,1,1,1,1,1,3,一般用户
104142,0,1,1,4,1,1,6,新用户
104166,2,5,5,4,3,3,10,高价值用户
104169,2,1,1,4,1,1,6,新用户
104174,3,1,1,3,1,1,5,新用户
104192,5,2,2,2,1,1,4,一般用户
104201,7,3,3,1,2,2,5,一般用户
104216,2,3,3,4,2,2,8,潜力用户
104241,5,2,2,2,1,1,4,一般用户
104252,4,1,1,2,1,1,4,一般用户
104264,3,2,2,3,1,1,5,新用户
104293,7,1,1,1,1,1,3,一般用户
104332,3,1,1,3,1,1,5,新用户
104334,1,2,2,4,1,1,6,新用户
104337,1,5,5,4,3,3,10,高价值用户
104338,8,2,2,1,1,1,3,一般用户
104346,0,1,1,4,1,1,6,新用户
104349,0,3,3,4,2,2,8,潜力用户
104356,0,3,3,4,2,2,8,潜力用户
104363,8,1,1,1,1,1,3,一般用户
104368,5,3,3,2,2,2,6,一般用户
104391,2,3,3,4,2,2,8,潜力用户
104398,3,1,1,3,1,1,5,新用户
104406,8,1,1,1,1,1,3,一般用户
104420,2,4,4,4,3,3,10,高价值用户
104423,0,1,1,4,1,1,6,新用户
104430,2,1,1,4,1,1,6,新用户
104432,1,1,1,4,1,1,6,新用户
104450,4,1,1,2,1,1,4,一般用户
104486,6,1,1,1,1,1,3,一般用户
104503,3,1,1,3,1,1,5,新用户
104521,1,1,1,4,1,1,6,新用户
104570,3,5,5,3,3,3,9,高价值用户
104587,3,1,1,3,1,1,5,新用户
104593,4,1,1,2,1,1,4,一般用户
104599,4,1,1,2,1,1,4,一般用户
104620,0,2,2,4,1,1,6,新用户
104622,1,1,1,4,1,1,6,新用户
104623,5,1,1,2,1,1,4,一般用户
104626,2,3,3,4,2,2,8,潜力用户
104640,0,1,1,4,1,1,6,新用户
104653,0,1,1,4,1,1,6,新用户
104659,6,2,2,1,1,1,3,一般用户
104667,7,1,1,1,1,1,3,一般用户
104674,5,1,1,2,1,1,4,一般用户
104675,8,3,3,1,2,2,5,一般用户
104691,1,3,3,4,2,2,8,潜力用户
104703,6,4,4,1,3,3,7,流失高价值用户
104710,0,4,4,4,3,3,10,高价值用户
104733,2,6,6,4,3,3,10,高价值用户
104742,2,2,2,4,1,1,6,新用户
104749,7,1,1,1,1,1,3,一般用户
104778,7,1,1,1,1,1,3,一般用户
104781,1,5,5,4,3,3,10,高价值用户
104783,7,1,1,1,1,1,3,一般用户
104785,4,2,2,2,1,1,4,一般用户
104796,5,2,2,2,1,1,4,一般用户
104807,3,1,1,3,1,1,5,新用户
104811,0,2,2,4,1,1,6,新用户
104820,4,3,3,2,2,2,6,一般用户
104823,3,3,3,3,2,2,7,潜力用户
104829,4,2,2,2,1,1,4,一般用户
104842,5,3,3,2,2,2,6,一般用户
104879,0,3,3,4,2,2,8,潜力用户
104880,4,1,1,2,1,1,4,一般用户
104893,0,4,4,4,3,3,10,高价值用户
104894,1,2,2,4,1,1,6,新用户
104899,5,2,2,2,1,1,4,一般用户
104906,0,2,2,4,1,1,6,新用户
104911,2,1,1,4,1,1,6,新用户
104915,6,1,1,1,1,1,3,一般用户
104930,3,5,5,3,3,3,9,高价值用户
104935,1,3,3,4,2,2,8,潜力用户
104936,3,3,3,3,2,2,7,潜力用户
104944,1,2,2,4,1,1,6,新用户
104958,4,1,1,2,1,1,4,一般用户
104965,5,1,1,2,1,1,4,一般用户
104991,3,1,1,3,1,1,5,新用户
104997,1,1,1,4,1,1,6,新用户
105000,0,2,2,4,1,1,6,新用户
105027,7,9,9,1,3,3,7,流失高价值用户
105029,5,1,1,2,1,1,4,一般用户
105043,1,1,1,4,1,1,6,新用户
105044,0,2,2,4,1,1,6,新用户
105050,4,1,1,2,1,1,4,一般用户
105054,5,6,6,2,3,3,8,流失高价值用户
105059,5,1,1,2,1,1,4,一般用户
105060,1,1,1,4,1,1,6,新用户
105081,8,1,1,1,1,1,3,一般用户
105116,6,5,5,1,3,3,7,流失高价值用户
105121,3,1,1,3,1,1,5,新用户
105140,1,2,2,4,1,1,6,新用户
105144,6,1,1,1,1,1,3,一般用户
105145,7,1,1,1,1,1,3,一般用户
105161,3,2,2,3,1,1,5,新用户
105171,5,2,2,2,1,1,4,一般用户
105190,2,1,1,4,1,1,6,新用户
105193,6,1,1,1,1,1,3,一般用户
105194,1,3,3,4,2,2,8,潜力用户
105198,4,1,1,2,1,1,4,一般用户
105199,8,1,1,1,1,1,3,一般用户
105204,2,4,4,4,3,3,10,高价值用户
105207,0,1,1,4,1,1,6,新用户
105222,0,2,2,4,1,1,6,新用户
105254,7,1,1,1,1,1,3,一般用户
105279,7,1,1,1,1,1,3,一般用户
105297,1,1,1,4,1,1,6,新用户
105307,7,1,1,1,1,1,3,一般用户
105330,7,1,1,1,1,1,3,一般用户
105341,6,1,1,1,1,1,3,一般用户
105342,5,2,2,2,1,1,4,一般用户
105360,1,6,6,4,3,3,10,高价值用户
105364,0,5,5,4,3,3,10,高价值用户
105392,1,1,1,4,1,1,6,新用户
105422,2,3,3,4,2,2,8,潜力用户
105433,1,1,1,4,1,1,6,新用户
105455,4,2,2,2,1,1,4,一般用户
105465,0,2,2,4,1,1,6,新用户
105475,6,1,1,1,1,1,3,一般用户
105489,4,1,1,2,1,1,4,一般用户
105495,3,3,3,3,2,2,7,潜力用户
105506,7,1,1,1,1,1,3,一般用户
105509,5,2,2,2,1,1,4,一般用户
105515,1,1,1,4,1,1,6,新用户
105516,2,3,3,4,2,2,8,潜力用户
105530,2,2,2,4,1,1,6,新用户
105540,0,5,5,4,3,3,10,高价值用户
105542,2,1,1,4,1,1,6,新用户
105546,3,1,1,3,1,1,5,新用户
105550,0,3,3,4,2,2,8,潜力用户
105553,8,1,1,1,1,1,3,一般用户
105561,1,1,1,4,1,1,6,新用户
105572,8,1,1,1,1,1,3,一般用户
105581,5,3,3,2,2,2,6,一般用户
105596,6,4,4,1,3,3,7,流失高价值用户
105605,8,2,2,1,1,1,3,一般用户
105616,0,1,1,4,1,1,6,新用户
105624,7,1,1,1,1,1,3,一般用户
105632,3,1,1,3,1,1,5,新用户
105643,2,2,2,4,1,1,6,新用户
105654,2,1,1,4,1,1,6,新用户
105673,5,2,2,2,1,1,4,一般用户
105675,3,2,2,3,1,1,5,新用户
105689,3,3,3,3,2,2,7,潜力用户
105712,2,2,2,4,1,1,6,新用户
105721,2,1,1,4,1,1,6,新用户
105729,7,1,1,1,1,1,3,一般用户
105738,2,1,1,4,1,1,6,新用户
105748,0,4,4,4,3,3,10,高价值用户
105757,3,2,2,3,1,1,5,新用户
105789,6,1,1,1,1,1,3,一般用户
105796,4,2,2,2,1,1,4,一般用户
105797,0,2,2,4,1,1,6,新用户
105819,0,4,4,4,3,3,10,高价值用户
105823,8,1,1,1,1,1,3,一般用户
105858,1,1,1,4,1,1,6,新用户
105861,0,1,1,4,1,1,6,新用户
105873,5,1,1,2,1,1,4,一般用户
105884,1,2,2,4,1,1,6,新用户
105886,3,1,1,3,1,1,5,新用户
105899,4,2,2,2,1,1,4,一般用户
105903,6,3,3,1,2,2,5,一般用户
105904,3,1,1,3,1,1,5,新用户
105907,0,4,4,4,3,3,10,高价值用户
105908,5,1,1,2,1,1,4,一般用户
105920,3,1,1,3,1,1,5,新用户
105944,6,1,1,1,1,1,3,一般用户
105949,0,1,1,4,1,1,6,新用户
105952,7,2,2,1,1,1,3,一般用户
105968,8,1,1,1,1,1,3,一般用户
105975,0,2,2,4,1,1,6,新用户
105983,1,1,1,4,1,1,6,新用户
105984,2,2,2,4,1,1,6,新用户
105989,2,1,1,4,1,1,6,新用户
105992,4,2,2,2,1,1,4,一般用户
106005,7,1,1,1,1,1,3,一般用户
106007,2,2,2,4,1,1,6,新用户
106024,0,2,2,4,1,1,6,新用户
106033,2,1,1,4,1,1,6,新用户
106051,2,1,1,4,1,1,6,新用户
106056,8,1,1,1,1,1,3,一般用户
106067,0,7,7,4,3,3,10,高价值用户
106077,0,2,2,4,1,1,6,新用户
106080,0,8,8,4,3,3,10,高价值用户
106084,7,2,2,1,1,1,3,一般用户
106090,2,1,1,4,1,1,6,新用户
106107,3,2,2,3,1,1,5,新用户
106118,0,6,6,4,3,3,10,高价值用户
106142,1,4,4,4,3,3,10,高价值用户
106144,0,1,1,4,1,1,6,新用户
106147,6,1,1,1,1,1,3,一般用户
106157,0,1,1,4,1,1,6,新用户
106189,3,4,4,3,3,3,9,高价值用户
106190,4,5,5,2,3,3,8,流失高价值用户
106199,8,1,1,1,1,1,3,一般用户
106200,0,1,1,4,1,1,6,新用户
106213,2,1,1,4,1,1,6,新用户
106216,3,1,1,3,1,1,5,新用户
106235,2,4,4,4,3,3,10,高价值用户
106252,7,1,1,1,1,1,3,一般用户
106255,6,2,2,1,1,1,3,一般用户
106260,2,2,2,4,1,1,6,新用户
106267,2,1,1,4,1,1,6,新用户
106276,0,1,1,4,1,1,6,新用户
106286,1,15,15,4,3,3,10,高价值用户
106303,1,1,1,4,1,1,6,新用户
106334,6,1,1,1,1,1,3,一般用户
106347,3,1,1,3,1,1,5,新用户
106353,2,1,1,4,1,1,6,新用户
106355,8,1,1,1,1,1,3,一般用户
106363,0,2,2,4,1,1,6,新用户
106364,6,2,2,1,1,1,3,一般用户
106382,3,2,2,3,1,1,5,新用户
106392,2,2,2,4,1,1,6,新用户
106395,0,4,4,4,3,3,10,高价值用户
106400,0,4,4,4,3,3,10,高价值用户
106413,0,2,2,4,1,1,6,新用户
106415,0,4,4,4,3,3,10,高价值用户
106416,1,1,1,4,1,1,6,新用户
106424,6,1,1,1,1,1,3,一般用户
106435,4,1,1,2,1,1,4,一般用户
106437,3,1,1,3,1,1,5,新用户
106457,0,1,1,4,1,1,6,新用户
106468,3,2,2,3,1,1,5,新用户
106478,2,1,1,4,1,1,6,新用户
106488,0,1,1,4,1,1,6,新用户
106489,5,2,2,2,1,1,4,一般用户
106507,0,1,1,4,1,1,6,新用户
106514,7,2,2,1,1,1,3,一般用户
106518,4,1,1,2,1,1,4,一般用户
106525,4,2,2,2,1,1,4,一般用户
106526,0,2,2,4,1,1,6,新用户
106531,2,4,4,4,3,3,10,高价值用户
106532,3,3,3,3,2,2,7,潜力用户
106549,1,3,3,4,2,2,8,潜力用户
106550,8,1,1,1,1,1,3,一般用户
106561,1,1,1,4,1,1,6,新用户
106566,5,1,1,2,1,1,4,一般用户
106573,5,3,3,2,2,2,6,一般用户
106596,3,4,4,3,3,3,9,高价值用户
106600,2,3,3,4,2,2,8,潜力用户
106603,2,8,8,4,3,3,10,高价值用户
106613,2,2,2,4,1,1,6,新用户
106617,3,3,3,3,2,2,7,潜力用户
106621,5,1,1,2,1,1,4,一般用户
106634,8,1,1,1,1,1,3,一般用户
106635,1,2,2,4,1,1,6,新用户
106640,2,2,2,4,1,1,6,新用户
106649,1,3,3,4,2,2,8,潜力用户
106663,2,3,3,4,2,2,8,潜力用户
106699,0,1,1,4,1,1,6,新用户
106701,4,1,1,2,1,1,4,一般用户
106723,0,1,1,4,1,1,6,新用户
106724,5,1,1,2,1,1,4,一般用户
106742,0,2,2,4,1,1,6,新用户
106749,3,3,3,3,2,2,7,潜力用户
106789,1,2,2,4,1,1,6,新用户
106790,1,1,1,4,1,1,6,新用户
106838,1,4,4,4,3,3,10,高价值用户
106848,0,1,1,4,1,1,6,新用户
106852,5,2,2,2,1,1,4,一般用户
106854,0,2,2,4,1,1,6,新用户
106858,5,2,2,2,1,1,4,一般用户
106860,2,1,1,4,1,1,6,新用户
106920,2,3,3,4,2,2,8,潜力用户
106925,0,1,1,4,1,1,6,新用户
106928,2,4,4,4,3,3,10,高价值用户
106940,1,3,3,4,2,2,8,潜力用户
106951,5,4,4,2,3,3,8,流失高价值用户
106952,0,1,1,4,1,1,6,新用户
106970,4,2,2,2,1,1,4,一般用户
106971,7,1,1,1,1,1,3,一般用户
106994,0,1,1,4,1,1,6,新用户
106997,1,1,1,4,1,1,6,新用户
107002,6,2,2,1,1,1,3,一般用户
107011,2,1,1,4,1,1,6,新用户
107025,0,10,10,4,3,3,10,高价值用户
107027,5,1,1,2,1,1,4,一般用户
107028,2,5,5,4,3,3,10,高价值用户
107029,1,1,1,4,1,1,6,新用户
107030,5,1,1,2,1,1,4,一般用户
107046,3,2,2,3,1,1,5,新用户
107064,3,1,1,3,1,1,5,新用户
107078,1,10,10,4,3,3,10,高价值用户
107104,0,1,1,4,1,1,6,新用户
107109,5,8,8,2,3,3,8,流失高价值用户
107125,8,2,2,1,1,1,3,一般用户
107126,2,2,2,4,1,1,6,新用户
107134,0,7,7,4,3,3,10,高价值用户
107159,3,3,3,3,2,2,7,潜力用户
107160,4,1,1,2,1,1,4,一般用户
107161,3,1,1,3,1,1,5,新用户
107168,4,3,3,2,2,2,6,一般用户
107179,4,1,1,2,1,1,4,一般用户
107181,1,6,6,4,3,3,10,高价值用户
107188,0,1,1,4,1,1,6,新用户
107191,6,1,1,1,1,1,3,一般用户
107195,3,2,2,3,1,1,5,新用户
107205,0,3,3,4,2,2,8,潜力用户
107233,1,5,5,4,3,3,10,高价值用户
107239,1,1,1,4,1,1,6,新用户
107260,1,1,1,4,1,1,6,新用户
107268,2,1,1,4,1,1,6,新用户
107293,0,2,2,4,1,1,6,新用户
107311,2,1,1,4,1,1,6,新用户
107313,8,1,1,1,1,1,3,一般用户
107318,4,4,4,2,3,3,8,流失高价值用户
107333,5,3,3,2,2,2,6,一般用户
107345,7,2,2,1,1,1,3,一般用户
107346,2,3,3,4,2,2,8,潜力用户
107353,4,1,1,2,1,1,4,一般用户
107388,4,3,3,2,2,2,6,一般用户
107393,7,1,1,1,1,1,3,一般用户
107398,0,1,1,4,1,1,6,新用户
107407,2,2,2,4,1,1,6,新用户
107408,5,2,2,2,1,1,4,一般用户
107427,1,1,1,4,1,1,6,新用户
107445,7,2,2,1,1,1,3,一般用户
107447,4,1,1,2,1,1,4,一般用户
107471,0,4,4,4,3,3,10,高价值用户
107488,0,1,1,4,1,1,6,新用户
107492,5,1,1,2,1,1,4,一般用户
107549,0,1,1,4,1,1,6,新用户
107565,5,2,2,2,1,1,4,一般用户
107569,1,5,5,4,3,3,10,高价值用户
107584,5,1,1,2,1,1,4,一般用户
107586,6,1,1,1,1,1,3,一般用户
107601,0,3,3,4,2,2,8,潜力用户
107606,0,14,14,4,3,3,10,高价值用户
107615,2,2,2,4,1,1,6,新用户
107627,2,1,1,4,1,1,6,新用户
107628,2,1,1,4,1,1,6,新用户
107633,4,1,1,2,1,1,4,一般用户
107656,5,1,1,2,1,1,4,一般用户
107665,0,2,2,4,1,1,6,新用户
107670,1,2,2,4,1,1,6,新用户
107679,3,2,2,3,1,1,5,新用户
107693,0,2,2,4,1,1,6,新用户
107699,0,2,2,4,1,1,6,新用户
107718,6,2,2,1,1,1,3,一般用户
107723,4,3,3,2,2,2,6,一般用户
107726,0,1,1,4,1,1,6,新用户
107740,3,1,1,3,1,1,5,新用户
107741,5,1,1,2,1,1,4,一般用户
107748,4,1,1,2,1,1,4,一般用户
107756,0,2,2,4,1,1,6,新用户
107797,2,1,1,4,1,1,6,新用户
107800,6,2,2,1,1,1,3,一般用户
107805,2,2,2,4,1,1,6,新用户
107817,1,3,3,4,2,2,8,潜力用户
107830,6,2,2,1,1,1,3,一般用户
107845,8,1,1,1,1,1,3,一般用户
107848,1,1,1,4,1,1,6,新用户
107850,0,4,4,4,3,3,10,高价值用户
107891,4,1,1,2,1,1,4,一般用户
107902,5,2,2,2,1,1,4,一般用户
107916,7,1,1,1,1,1,3,一般用户
107917,7,2,2,1,1,1,3,一般用户
107923,2,1,1,4,1,1,6,新用户
107932,0,10,10,4,3,3,10,高价值用户
107935,0,2,2,4,1,1,6,新用户
107937,5,1,1,2,1,1,4,一般用户
107945,6,1,1,1,1,1,3,一般用户
107961,0,5,5,4,3,3,10,高价值用户
107982,8,4,4,1,3,3,7,流失高价值用户
107985,7,1,1,1,1,1,3,一般用户
107989,1,4,4,4,3,3,10,高价值用户
107990,0,2,2,4,1,1,6,新用户
108015,7,2,2,1,1,1,3,一般用户
108025,0,6,6,4,3,3,10,高价值用户
108036,6,1,1,1,1,1,3,一般用户
108037,0,1,1,4,1,1,6,新用户
108038,0,2,2,4,1,1,6,新用户
108045,4,3,3,2,2,2,6,一般用户
108050,0,4,4,4,3,3,10,高价值用户
108060,8,1,1,1,1,1,3,一般用户
108077,5,1,1,2,1,1,4,一般用户
108090,2,1,1,4,1,1,6,新用户
108092,1,2,2,4,1,1,6,新用户
108102,0,3,3,4,2,2,8,潜力用户
108103,0,2,2,4,1,1,6,新用户
108105,3,1,1,3,1,1,5,新用户
108108,3,2,2,3,1,1,5,新用户
108140,3,3,3,3,2,2,7,潜力用户
108149,6,2,2,1,1,1,3,一般用户
108154,0,1,1,4,1,1,6,新用户
108161,3,1,1,3,1,1,5,新用户
108164,1,1,1,4,1,1,6,新用户
108179,3,1,1,3,1,1,5,新用户
108182,4,1,1,2,1,1,4,一般用户
108185,4,2,2,2,1,1,4,一般用户
108187,1,1,1,4,1,1,6,新用户
108206,1,2,2,4,1,1,6,新用户
108227,0,3,3,4,2,2,8,潜力用户
108233,4,2,2,2,1,1,4,一般用户
108237,5,2,2,2,1,1,4,一般用户
108248,2,2,2,4,1,1,6,新用户
108259,2,9,9,4,3,3,10,高价值用户
108265,2,2,2,4,1,1,6,新用户
108270,3,2,2,3,1,1,5,新用户
108274,2,1,1,4,1,1,6,新用户
108275,7,2,2,1,1,1,3,一般用户
108288,3,1,1,3,1,1,5,新用户
108294,7,1,1,1,1,1,3,一般用户
108302,0,1,1,4,1,1,6,新用户
108348,1,1,1,4,1,1,6,新用户
108354,2,3,3,4,2,2,8,潜力用户
108363,1,1,1,4,1,1,6,新用户
108364,1,4,4,4,3,3,10,高价值用户
108382,3,1,1,3,1,1,5,新用户
108390,2,2,2,4,1,1,6,新用户
108397,6,1,1,1,1,1,3,一般用户
108407,3,4,4,3,3,3,9,高价值用户
108417,6,2,2,1,1,1,3,一般用户
108425,5,2,2,2,1,1,4,一般用户
108442,4,1,1,2,1,1,4,一般用户
108449,5,4,4,2,3,3,8,流失高价值用户
108450,0,1,1,4,1,1,6,新用户
108457,0,4,4,4,3,3,10,高价值用户
108480,1,3,3,4,2,2,8,潜力用户
108484,7,1,1,1,1,1,3,一般用户
108491,6,1,1,1,1,1,3,一般用户
108510,6,1,1,1,1,1,3,一般用户
108519,0,1,1,4,1,1,6,新用户
108523,0,5,5,4,3,3,10,高价值用户
108526,1,3,3,4,2,2,8,潜力用户
108529,2,3,3,4,2,2,8,潜力用户
108541,4,1,1,2,1,1,4,一般用户
108546,2,1,1,4,1,1,6,新用户
108568,0,1,1,4,1,1,6,新用户
108588,0,1,1,4,1,1,6,新用户
108605,1,1,1,4,1,1,6,新用户
108607,3,2,2,3,1,1,5,新用户
108623,8,1,1,1,1,1,3,一般用户
108629,6,1,1,1,1,1,3,一般用户
108634,5,1,1,2,1,1,4,一般用户
108635,5,3,3,2,2,2,6,一般用户
108651,1,1,1,4,1,1,6,新用户
108666,3,2,2,3,1,1,5,新用户
108669,2,1,1,4,1,1,6,新用户
108670,5,1,1,2,1,1,4,一般用户
108672,6,2,2,1,1,1,3,一般用户
108676,2,1,1,4,1,1,6,新用户
108703,1,2,2,4,1,1,6,新用户
108755,2,5,5,4,3,3,10,高价值用户
108768,6,1,1,1,1,1,3,一般用户
108773,1,2,2,4,1,1,6,新用户
108799,0,2,2,4,1,1,6,新用户
108805,2,1,1,4,1,1,6,新用户
108809,2,3,3,4,2,2,8,潜力用户
108823,6,1,1,1,1,1,3,一般用户
108825,0,2,2,4,1,1,6,新用户
108842,0,2,2,4,1,1,6,新用户
108845,3,1,1,3,1,1,5,新用户
108865,3,4,4,3,3,3,9,高价值用户
108870,3,1,1,3,1,1,5,新用户
108882,5,1,1,2,1,1,4,一般用户
108883,5,1,1,2,1,1,4,一般用户
108906,4,1,1,2,1,1,4,一般用户
108910,5,2,2,2,1,1,4,一般用户
108918,8,1,1,1,1,1,3,一般用户
108967,0,3,3,4,2,2,8,潜力用户
108969,8,1,1,1,1,1,3,一般用户
108988,3,2,2,3,1,1,5,新用户
108996,8,4,4,1,3,3,7,流失高价值用户
108997,0,5,5,4,3,3,10,高价值用户
109004,4,3,3,2,2,2,6,一般用户
109018,4,1,1,2,1,1,4,一般用户
109022,4,1,1,2,1,1,4,一般用户
109038,3,2,2,3,1,1,5,新用户
109047,1,2,2,4,1,1,6,新用户
109065,5,1,1,2,1,1,4,一般用户
109085,0,1,1,4,1,1,6,新用户
109092,3,1,1,3,1,1,5,新用户
109095,4,2,2,2,1,1,4,一般用户
109098,7,2,2,1,1,1,3,一般用户
109100,8,1,1,1,1,1,3,一般用户
109109,2,2,2,4,1,1,6,新用户
109117,1,2,2,4,1,1,6,新用户
109124,0,2,2,4,1,1,6,新用户
109134,7,1,1,1,1,1,3,一般用户
109135,2,3,3,4,2,2,8,潜力用户
109157,1,3,3,4,2,2,8,潜力用户
109161,2,1,1,4,1,1,6,新用户
109163,3,2,2,3,1,1,5,新用户
109169,0,4,4,4,3,3,10,高价值用户
109188,4,3,3,2,2,2,6,一般用户
109210,0,2,2,4,1,1,6,新用户
109216,8,2,2,1,1,1,3,一般用户
109218,0,1,1,4,1,1,6,新用户
109233,1,4,4,4,3,3,10,高价值用户
109253,5,1,1,2,1,1,4,一般用户
109270,1,1,1,4,1,1,6,新用户
109275,6,1,1,1,1,1,3,一般用户
109276,0,1,1,4,1,1,6,新用户
109277,2,1,1,4,1,1,6,新用户
109284,8,1,1,1,1,1,3,一般用户
109291,0,5,5,4,3,3,10,高价值用户
109295,4,2,2,2,1,1,4,一般用户
109321,1,9,9,4,3,3,10,高价值用户
109328,4,1,1,2,1,1,4,一般用户
109337,1,4,4,4,3,3,10,高价值用户
109343,2,3,3,4,2,2,8,潜力用户
109350,1,1,1,4,1,1,6,新用户
109357,8,1,1,1,1,1,3,一般用户
109364,0,8,8,4,3,3,10,高价值用户
109371,3,1,1,3,1,1,5,新用户
109377,5,1,1,2,1,1,4,一般用户
109397,1,1,1,4,1,1,6,新用户
109401,0,2,2,4,1,1,6,新用户
109407,7,1,1,1,1,1,3,一般用户
109416,5,2,2,2,1,1,4,一般用户
109443,2,1,1,4,1,1,6,新用户
109444,0,1,1,4,1,1,6,新用户
109474,0,3,3,4,2,2,8,潜力用户
109491,3,1,1,3,1,1,5,新用户
109496,1,2,2,4,1,1,6,新用户
109523,0,1,1,4,1,1,6,新用户
109529,2,3,3,4,2,2,8,潜力用户
109540,4,1,1,2,1,1,4,一般用户
109570,1,1,1,4,1,1,6,新用户
109589,5,3,3,2,2,2,6,一般用户
109606,6,1,1,1,1,1,3,一般用户
109623,6,2,2,1,1,1,3,一般用户
109660,0,17,17,4,3,3,10,高价值用户
109661,1,2,2,4,1,1,6,新用户
109671,4,1,1,2,1,1,4,一般用户
109684,2,5,5,4,3,3,10,高价值用户
109711,1,1,1,4,1,1,6,新用户
109717,3,3,3,3,2,2,7,潜力用户
109728,1,3,3,4,2,2,8,潜力用户
109733,1,3,3,4,2,2,8,潜力用户
109756,4,2,2,2,1,1,4,一般用户
109776,2,2,2,4,1,1,6,新用户
109782,4,1,1,2,1,1,4,一般用户
109794,2,1,1,4,1,1,6,新用户
109810,7,1,1,1,1,1,3,一般用户
109830,0,1,1,4,1,1,6,新用户
109856,5,2,2,2,1,1,4,一般用户
109860,4,1,1,2,1,1,4,一般用户
109873,1,1,1,4,1,1,6,新用户
109880,3,1,1,3,1,1,5,新用户
109889,7,1,1,1,1,1,3,一般用户
109908,5,1,1,2,1,1,4,一般用户
109911,1,1,1,4,1,1,6,新用户
109919,5,3,3,2,2,2,6,一般用户
109926,1,1,1,4,1,1,6,新用户
109931,4,1,1,2,1,1,4,一般用户
109945,4,1,1,2,1,1,4,一般用户
109948,8,1,1,1,1,1,3,一般用户
109951,0,2,2,4,1,1,6,新用户
109957,4,2,2,2,1,1,4,一般用户
109967,8,1,1,1,1,1,3,一般用户
109968,6,1,1,1,1,1,3,一般用户
109971,0,5,5,4,3,3,10,高价值用户
109974,0,2,2,4,1,1,6,新用户
109975,4,1,1,2,1,1,4,一般用户
109976,2,3,3,4,2,2,8,潜力用户
109977,0,1,1,4,1,1,6,新用户
109983,0,3,3,4,2,2,8,潜力用户
109990,0,1,1,4,1,1,6,新用户
110003,4,4,4,2,3,3,8,流失高价值用户
110020,2,7,7,4,3,3,10,高价值用户
110029,0,10,10,4,3,3,10,高价值用户
110032,6,1,1,1,1,1,3,一般用户
110041,2,3,3,4,2,2,8,潜力用户
110056,1,4,4,4,3,3,10,高价值用户
110058,7,1,1,1,1,1,3,一般用户
110062,6,1,1,1,1,1,3,一般用户
110091,0,3,3,4,2,2,8,潜力用户
110092,1,1,1,4,1,1,6,新用户
110097,0,9,9,4,3,3,10,高价值用户
110116,0,1,1,4,1,1,6,新用户
110117,1,5,5,4,3,3,10,高价值用户
110118,1,1,1,4,1,1,6,新用户
110165,0,1,1,4,1,1,6,新用户
110173,1,1,1,4,1,1,6,新用户
110176,1,1,1,4,1,1,6,新用户
110179,1,1,1,4,1,1,6,新用户
110193,0,2,2,4,1,1,6,新用户
110195,3,2,2,3,1,1,5,新用户
110196,7,1,1,1,1,1,3,一般用户
110200,0,7,7,4,3,3,10,高价值用户
110207,6,1,1,1,1,1,3,一般用户
110245,7,5,5,1,3,3,7,流失高价值用户
110247,7,2,2,1,1,1,3,一般用户
110248,8,1,1,1,1,1,3,一般用户
110254,5,1,1,2,1,1,4,一般用户
110259,0,1,1,4,1,1,6,新用户
110271,2,4,4,4,3,3,10,高价值用户
110294,0,2,2,4,1,1,6,新用户
110303,5,1,1,2,1,1,4,一般用户
